
problem name = wfg2		



dimension =13		

GDs			10.369106	11.724356	9.662190
IGDs			0.027484	0.026414	0.055017
Ss			0.911150	0.912600	0.797550
SUs			1.065803	1.099250	1.090905
 GD 	10.585217	1.047932	10.369106	11.724356	9.662190
 IGD	0.036305	0.016214	0.027484	0.055017	0.026414
 HYP 	0.873767	0.066010	0.911150	0.912600	0.797550
 SU	1.085320	0.017409	1.090905	1.099250	1.065803
