
problem name = wfg8		



dimension =10		

problem name = wfg8		



dimension =10		

GDs			0.025270	0.025540	0.026251
IGDs			0.001397	0.001179	0.001402
Ss			0.975200	0.976100	0.976200
SUs			0.794597	0.759470	0.758363
 GD 	0.025687	0.000507	0.025540	0.026251	0.025270
 IGD	0.001326	0.000127	0.001397	0.001402	0.001179
 HYP 	0.975833	0.000551	0.976100	0.976200	0.975200
 SU	0.770810	0.020608	0.759470	0.794597	0.758363
