
problem name = wfg7		



dimension =10		

GDs			0.025343	0.025809	0.030333
IGDs			0.001512	0.001367	0.001483
Ss			0.964950	0.967200	0.970050
SUs			0.798402	0.812883	0.822663
 GD 	0.027161	0.002756	0.025809	0.030333	0.025343
 IGD	0.001454	0.000077	0.001483	0.001512	0.001367
 HYP 	0.967400	0.002556	0.967200	0.970050	0.964950
 SU	0.811316	0.012206	0.812883	0.822663	0.798402
