
problem name = wfg9		



dimension =19		

GDs			0.226054	0.164319	0.227567
IGDs			0.003040	0.003326	0.003010
Ss			0.621600	0.564100	0.613900
SUs			1.270759	1.329916	1.238097
 GD 	0.205980	0.036087	0.226054	0.227567	0.164319
 IGD	0.003125	0.000174	0.003040	0.003326	0.003010
 HYP 	0.599867	0.031213	0.613900	0.621600	0.564100
 SU	1.279590	0.046542	1.270759	1.329916	1.238097
