
problem name = wfg3		



dimension =10		

GDs			4.347845	3.618819	3.417047
IGDs			0.007297	0.005135	0.004644
Ss			0.858700	0.880400	0.918200
SUs			0.754024	0.768869	0.764604
 GD 	3.794570	0.489656	3.618819	4.347845	3.417047
 IGD	0.005692	0.001411	0.005135	0.007297	0.004644
 HYP 	0.885767	0.030111	0.880400	0.918200	0.858700
 SU	0.762499	0.007643	0.764604	0.768869	0.754024
