
problem name = wfg7		



dimension =13		

GDs			0.063901	0.069359	0.055613
IGDs			0.001901	0.001834	0.001823
Ss			0.965500	0.966050	0.965100
SUs			0.950135	0.975913	0.974663
 GD 	0.062958	0.006921	0.063901	0.069359	0.055613
 IGD	0.001853	0.000043	0.001834	0.001901	0.001823
 HYP 	0.965550	0.000477	0.965500	0.966050	0.965100
 SU	0.966903	0.014536	0.974663	0.975913	0.950135
