
problem name = wfg6		



dimension =13		

GDs			0.031110	0.031599	0.028375
IGDs			0.001551	0.001563	0.001485
Ss			0.919550	0.936650	0.931350
SUs			0.917065	0.924784	0.934232
 GD 	0.030361	0.001737	0.031110	0.031599	0.028375
 IGD	0.001533	0.000042	0.001551	0.001563	0.001485
 HYP 	0.929183	0.008753	0.931350	0.936650	0.919550
 SU	0.925360	0.008598	0.924784	0.934232	0.917065
