
problem name = wfg5		



dimension =10		

GDs			0.024863	0.023483	0.022081
IGDs			0.001378	0.001330	0.001371
Ss			0.960200	0.963200	0.953450
SUs			0.758455	0.752310	0.759566
 GD 	0.023476	0.001391	0.023483	0.024863	0.022081
 IGD	0.001359	0.000026	0.001371	0.001378	0.001330
 HYP 	0.958950	0.004994	0.960200	0.963200	0.953450
 SU	0.756777	0.003908	0.758455	0.759566	0.752310
