
problem name = wfg4		



dimension =19		

GDs			3.509701	2.593637	3.118474
IGDs			0.001647	0.001175	0.001107
Ss			0.937850	0.973550	0.968100
SUs			1.235540	1.275153	1.243182
 GD 	3.073937	0.459653	3.118474	3.509701	2.593637
 IGD	0.001310	0.000294	0.001175	0.001647	0.001107
 HYP 	0.959833	0.019232	0.968100	0.973550	0.937850
 SU	1.251292	0.021015	1.243182	1.275153	1.235540
