
problem name = wfg4		



dimension =13		

GDs			0.326476	0.260685	0.393400
IGDs			0.001352	0.000987	0.001312
Ss			0.942650	0.986750	0.936700
SUs			0.971146	0.967901	0.922122
 GD 	0.326854	0.066358	0.326476	0.393400	0.260685
 IGD	0.001217	0.000200	0.001312	0.001352	0.000987
 HYP 	0.955367	0.027341	0.942650	0.986750	0.936700
 SU	0.953723	0.027415	0.967901	0.971146	0.922122
